CountyFIPS,City,County,StateAbbr,Latitude,Longitude
1003,Fairhope,Baldwin,AL,30.69348194122825,-87.73441041000001
1033,Muscle Shoals,Colbert,AL,34.70084917,-87.80480288
1049,Fort Payne,DeKalb,AL,34.46055865,-85.80399501182089
1051,Wetumpka,Elmore,AL,32.5971488445532,-86.14558436182546
1055,Gadsden,Etowah,AL,34.046431325,-86.03459743157086
1069,Dothan,Houston,AL,31.15350797,-85.30249702
1073,Birmingham,Jefferson,AL,33.554000924235496,-86.896584101377
1089,Huntsville,Madison,AL,34.76362328878895,-86.5508863
1097,Mobile,Mobile,AL,30.7318708968534,-88.201488648505
1101,Montgomery,Montgomery,AL,32.21161142,-86.2060805666903
1103,Decatur,Morgan,AL,34.454027106224004,-86.8497158756488
1113,Phenix City,Russell,AL,32.289117755,-85.1858189906176
1117,Pelham,Shelby,AL,33.263632505000004,-86.669567715
1125,Tuscaloosa,Tuscaloosa,AL,33.28991493,-87.523928845
2020,Anchorage,Anchorage,AK,61.162366335341,-149.19921825
2050,Bethel,Bethel,AK,60.91560276,-159.8247503
2090,Fairbanks,Fairbanks North Star,AK,64.74178764072035,-146.5552862
2110,Juneau,Juneau,AK,58.41102246923635,-134.1784454
2170,Palmer,Matanuska-Susitna,AK,62.29052471693496,-149.5371285
4001,Springerville,Apache,AZ,35.39024755,-109.4895011
4003,Douglas,Cochise,AZ,31.8597937761784,-109.76328185
4005,Flagstaff,Coconino,AZ,35.83416552,-111.7721584
4007,Miami,Gila,AZ,33.7947911057757,-110.8119830910395
4012,Parker,La Paz,AZ,33.728322610000006,-114.010171735365
4013,Phoenix,Maricopa,AZ,33.346955155,-112.4951657072625
4015,Bullhead City,Mohave,AZ,35.711089488277096,-113.7538941844055
4017,Holbrook,Navajo,AZ,35.395230435,-110.321222936537
4019,Tucson,Pima,AZ,32.11278086753485,-111.7867939
4021,San Manuel,Pinal,AZ,32.9115177180787,-111.3555664123605
4023,Nogales,Santa Cruz,AZ,31.525850775,-110.845900017636
4025,Prescott,Yavapai,AZ,34.615503895,-112.5659286
4027,Yuma,Yuma,AZ,32.77169258614225,-113.908451192697
5019,Arkadelphia,Clark,AR,34.052206755,-93.17646967698523
5035,West Memphis,Crittenden,AR,35.20148421756885,-90.30667058245116
5113,Mena,Polk,AR,34.48842571,-94.22955256966137
5119,Little Rock,Pulaski,AR,34.7701750226007,-92.31247541709246
5139,El Dorado,Union,AR,33.17138124,-92.59714252
5143,Fayetteville,Washington,AR,35.97840957,-94.21655423
6001,Oakland,Alameda,CA,37.6467348212652,-121.9009038
6005,Jackson,Amador,CA,38.444918305,-120.652309446267
6007,Chico,Butte,CA,39.6658578964136,-121.60218014612
6009,San Andreas,Calaveras,CA,38.19769241,-120.5540771574075
6011,Colusa,Colusa,CA,39.1777089339659,-122.2375629
6013,Richmond,Contra Costa,CA,37.91934002204791,-121.93968505
6015,Crescent City,Del Norte,CA,41.7465320806911,-123.9398713
6017,South Lake Tahoe,El Dorado,CA,38.782444235,-120.52967125
6019,Fresno,Fresno,CA,36.75959896,-119.6530385
6021,Willows,Glenn,CA,39.6004665203823,-122.3970663147035
6023,Eureka,Humboldt,CA,40.702931695,-123.90096285
6025,Brawley,Imperial,CA,33.04050195045055,-115.360244561851
6027,Bishop,Inyo,CA,36.536836805,-117.40766089064748
6029,Bakersfield,Kern,CA,35.34479008,-118.7297677431585
6031,Corcoran,Kings,CA,36.073858015268144,-119.8154987
6033,Lakeport,Lake,CA,39.09718379,-122.75008524956247
6037,Los Angeles,Los Angeles,CA,34.258769810000004,-118.2432766
6039,Madera,Madera,CA,37.2139974092268,-119.7562124305355
6041,Lagunitas-Forest Knolls,Marin,CA,38.06244027180405,-122.7351
6043,Yosemite National Park,Mariposa,CA,37.575852995000005,-119.91136245
6045,Ukiah,Mendocino,CA,39.43634954059915,-123.4171472
6047,Merced,Merced,CA,37.193359715,-120.720275991679
6051,Mammoth Lakes,Mono,CA,37.92750094948475,-118.8813043219345
6053,Salinas,Monterey,CA,36.2285689425284,-121.27744965
6055,Napa,Napa,CA,38.50718346,-122.32868395
6057,Grass Valley,Nevada,CA,39.299330335,-120.7699742
6059,Anaheim,Orange,CA,33.6892388232675,-117.76916888956752
6061,Tahoe City,Placer,CA,39.062667691253054,-120.720355650293
6063,Quincy,Plumas,CA,39.99816161,-120.8310089
6065,Banning,Riverside,CA,33.73673157,-115.998501895344
6067,Sacramento,Sacramento,CA,38.449438545,-121.34442425446
6069,Hollister,San Benito,CA,36.6085398558435,-121.0806825
6071,Upland,San Bernardino,CA,34.84922126,-116.1801243
6073,San Diego,San Diego,CA,33.0287498781679,-116.75574835
6075,San Francisco,San Francisco,CA,37.74196145109235,-122.7359552877005
6077,Stockton,San Joaquin,CA,37.934911725,-121.27202525
6079,Nipomo,San Luis Obispo,CA,35.387725974999995,-120.4268704
6081,San Carlos,San Mateo,CA,37.41893402166215,-122.3501511856565
6083,Santa Maria,Santa Barbara,CA,34.604041219964856,-120.02749815
6085,San Jose,Santa Clara,CA,37.22665086238845,-121.692395773196
6087,Scotts Valley,Santa Cruz,CA,37.0340860762282,-122.0045966566995
6089,Redding,Shasta,CA,40.7620749,-122.041901199696
6093,Weed,Siskiyou,CA,41.59035535099355,-122.5361692
6095,Vallejo,Solano,CA,38.26858153236575,-121.936187514326
6097,Santa Rosa,Sonoma,CA,38.526863195,-122.9068735
6099,Modesto,Stanislaus,CA,37.560726355,-121.00039255
6101,Yuba City,Sutter,CA,39.0353246804737,-121.6993006781545
6103,Red Bluff,Tehama,CA,40.1259353129413,-122.232860277677
6105,Weaverville,Trinity,CA,40.64881722,-123.114666
6107,Sequoia National Park,Tulare,CA,36.224723725,-118.790993511558
6109,Sonora,Tuolumne,CA,38.023857815,-119.9602191526255
6111,Ojai,Ventura,CA,34.40648156331865,-119.108997735069
